text,sentiment
@JetBlue @CookJaycook123 the only update we get is that they have no idea when we will get an update. Way to go. #hopeless,negative
@JetBlue don't I always?,neutral
@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,positive
"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",negative
@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.,negative
@JetBlue they were amazing and thank you!,positive
"@JetBlue and have empty ""help"" desks",negative
"@JetBlue there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures",negative
@JetBlue according to jfk plenty of planes are landing. No problem there,negative
@JetBlue when will the system be up and running?,neutral
“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),positive
@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again,negative
@JetBlue 795 to Austin,neutral
"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!",positive
@JetBlue what happened to our plane meant to leave @ 830? Why do we have to wait for 1 from buffalo? Seems organizational error not weather.,negative
@JetBlue really not acceptable. Just informed plane won't start. Chartering bus to take passengers to jfk.,negative
@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj,negative
"@JetBlue unfortunately I was so startled and rushed, I didn't get the name, but will provide a description in my expanded email.  Thank you",negative
@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,positive
@JetBlue BOS. Everything current now. Thanks for the follow up,positive
@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,positive
@JetBlue things happen it's ok just wish I was on the beach and not in the airport,positive
"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous.",negative
@JetBlue any idea when the flight will actually take off?,neutral
@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ,positive
@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks,positive
@JetBlue what's the delay if the system isn't down?,negative
@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.,neutral
@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,negative
@JetBlue and ask she load the bag for my flight,neutral
@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,negative
@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse,positive
"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",negative
@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,negative
@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,positive
"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass",negative
@JetBlue flight16?,neutral
"@JetBlue When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489",negative
@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC,neutral
@JetBlue how can your entire system go down? No IT? Really?,negative
@JetBlue seriously? System down? No IT?,negative
"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",positive
"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston",negative
"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on",negative
@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?,neutral
@JetBlue got it. thanks the quick reply.,positive
@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0,negative
@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,positive
"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed.",positive
@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,neutral
"@JetBlue thx, social media person!",positive
@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours,neutral
"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",negative
@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc,neutral
@JetBlue ..... No crew at our gate.,negative
@JetBlue 😭😭😭😭 yall are really better then American Airlines though.,positive
@JetBlue Great service from PBI to HPN! Thanks.,positive
@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,negative
@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.,neutral
"@JetBlue done, thank you!",positive
@JetBlue  will do.,neutral
@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,neutral
@JetBlue you can 100% confirm that?,neutral
@JetBlue  I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if Cancelled Flighted?,negative
@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,neutral
@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???,negative
@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline,negative
"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",positive
@JetBlue how about an update on flight 475 leaving tf green delayed,negative
@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int,negative
@JetBlue okay thank you! I'll check with them again!,positive
"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks",positive
@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!,positive
@JetBlue Thanks! See you soon!,positive
@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery,positive
@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723,neutral
@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,negative
@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,negative
@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired,negative
@JetBlue thanks for the response - when is the next flight after the 9:48 flight?,positive
@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,positive
@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..,negative
@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers,neutral
@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired,positive
@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,neutral
@JetBlue Follow me pls?,neutral
@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting,negative
@JetBlue you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck,negative
@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!,positive
@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome,positive
@JetBlue that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep :(,negative
@JetBlue I am But Your customer service is Brutal.,negative
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH,neutral
@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,positive
@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.,positive
@JetBlue flight attendant was hesitant to give me more baby sized cookies,negative
@JetBlue thank you 😊 standing in line now!,positive
@JetBlue is that supposed to change in the near future?,neutral
@JetBlue thank you,positive
Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey,neutral
@JetBlue I will when I land.,neutral
@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.,negative
@JetBlue you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional,negative
@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..,negative
"@JetBlue  thanks for response! Crew has been VERY patient with us, but they are also frustrated. Wouldn't be so bad but airport is closed!",negative
@JetBlue flite454,neutral
@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.,negative
@JetBlue when will you release flights for February 2016?,neutral
@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,negative
@JetBlue Complete waste of an entire day. Pathetic.,negative
@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE,negative
@JetBlue @L_Burley11 -- the best!!!,positive
@JetBlue thanks for bringing my son home to me.,positive
@JetBlue you got yourselves hot ladies flying the air for life #loyal,positive
@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,positive
@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,negative
@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,neutral
@JetBlue thanks so much. Can't wait to fly with you guys :),positive
"@JetBlue Flight 2202 out of JFK, 2 &amp; 1/2 hr delay. I could get over it if it was just  weather reLate Flightd, but considering it's not - Come on",negative
"@JetBlue OK, thank you.",positive
@JetBlue thanks for a speedy flight time recovery.,positive
@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice,positive
@JetBlue Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22?  Mass confusion here.,neutral
@JetBlue Are we able to change to an Even More Space seat after we've checked in online? Have a flight tmrw and can't seem to change my seat,neutral
@JetBlue would you say a delay is more likely? Thanks so much.,positive
@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?,neutral
"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks.",positive
@JetBlue Tomorrow wouldn’t have been soon enough! Thank you for the info!,neutral
"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd",negative
@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,positive
"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺",positive
"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",negative
"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",neutral
@JetBlue disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC,negative
@JetBlue yes Party is Over 😂,neutral
@JetBlue thank you!,positive
@JetBlue he just went above and beyond to be helpful,positive
@JetBlue didn't find them unfortunately :( but he was very helpful and took down my info incase they do get found,negative
@JetBlue that selfie was extreme.,neutral
@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,positive
@JetBlue is the best!  Can't wait to use my travel bank $ for a FUN trip.,positive
@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!,positive
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC,neutral
@JetBlue Boston gate C12,neutral
@JetBlue will I be charged a fee to do so?,neutral
@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr,neutral
"@JetBlue no, we are at a hotel.  Also, Jetblue lost my daughters luggage.  How do you lose luggage if the plane never actually left!!!",negative
@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,positive
@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.,positive
"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!",positive
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",negative
@JetBlue no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this,negative
@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.,neutral
@JetBlue are we scheduled to depart as scheduled?,neutral
@JetBlue will we be able to watch the Oscars on our flight tomorrow?,neutral
@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,negative
"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage",negative
@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
@JetBlue Exciting times ahead! 😁🎉,positive
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE,neutral
@JetBlue your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone,negative
"@JetBlue not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start.",negative
@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,neutral
"@JetBlue there is no supervisor available, so they couldn't do anything.",negative
@JetBlue status of flight 684 from MCO to LGA tomorrow?,neutral
@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,negative
"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",negative
@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,negative
"@JetBlue making a bad situation worse. Cancelled Flighted flight, making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel",negative
@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?,neutral
@JetBlue You already Cancelled Flightled the one b4 us to DCA,negative
"@JetBlue It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours.",negative
@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,negative
@JetBlue great flight http://t.co/E0R0NTO4TR,positive
@JetBlue Great thank you!,positive
@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,negative
@JetBlue good to hear. Thx for being responsive.,positive
@JetBlue Yup. MCO. 82°!!,neutral
@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,neutral
"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue",positive
@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,neutral
"@JetBlue thanks so much for help Us, u r amazing!",positive
"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher.",neutral
@JetBlue #kudos! And we're done and heading to warmer weather!,positive
@JetBlue actually flight 1089 not 1098,neutral
@JetBlue BOS to DCA 1098 at 7:16 pm.,neutral
@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise,negative
@JetBlue *cough* #awkward!,negative
@JetBlue Awesome! Thank you! ;),positive
@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw,neutral
@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/,negative
@JetBlue Using JetBlue miles?,neutral
@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!,negative
@JetBlue that sucks. Oh well.,negative
@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy,negative
@JetBlue Using JetBlue air miles?,neutral
@JetBlue someone is here but has no info smh one bag came off  and then nothing,negative
@JetBlue thanks for update http://t.co/K7uBOTMr1r,positive
@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,neutral
@JetBlue I can't call right now. My baby just fell asleep.,neutral
@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet,positive
@JetBlue yesterday's deal?,neutral
@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor,neutral
@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?,neutral
@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung,positive
"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",positive
@JetBlue thank you! I'm excited to fly with you for the first time.,positive
Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”,positive
@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!,positive
@JetBlue  What are your rules on checked baggage and carry ons from SLC to SJO?,neutral
@JetBlue thanks so much for your condolences and quick response. It is very much appreciated,positive
@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),neutral
@JetBlue Thank you Alicia!  #ExceptionalService,positive
"@JetBlue yes, We have de baggage claim, I'm so sad for the baggage and how They treat Us 😞 please we need That baggage",negative
@JetBlue No changes made. My son's pass printed on same conf #. Just mine not print after I expressed disapptment w/ JetBlue,negative
@JetBlue Cancelled Flighted 😢,negative
"@JetBlue You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!",negative
@JetBlue minutes to spare.,neutral
"@JetBlue the first place but I really didn't need the extra stress at this already terrible time. Oh by the way, I made the flight with 30",negative
"@JetBlue that I missed my flight. I had to book this flight extremely last minute due to a family death, there's no excuse for attitude in",negative
@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,negative
"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a",negative
@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward,neutral
@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.,positive
@JetBlue yup 33036 feet. But no selfie.,neutral
@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq,positive
@JetBlue the you above all commercials? Like the legroom one,neutral
@JetBlue Will do.  I'll tell him you say hey.,neutral
"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s",neutral
@JetBlue ok thank you for the quick response JetBlue still the best comp,positive
"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb",positive
"@JetBlue NOT A HAPPY CUSTOMER. We've waited patiently, not to mention $150 and six months of marathon training, we need 2 be there tmrw.",negative
@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp; then Cancelled FlightLED IT. How can you fix this?,negative
@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr,neutral
@JetBlue oh definitely. I kind of only fly JetBlue.,positive
@JetBlue thanks for getting me to Orlando early #happiness,positive
"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",neutral
@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc,neutral
"@JetBlue I'd go back to Haiti to deliver shoes, books&amp;medicine to kids I met in orphanage last year. #flyingitforward http://t.co/pGoeUXnsPI",neutral
@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,neutral
@JetBlue I would like to receive offers.,neutral
@JetBlue When are you guys doing a dualcam with @RedReserve ?,neutral
@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg,neutral
@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.,negative
@JetBlue do you have a waiver for NY weather today?,neutral
@JetBlue got it. Thanks,positive
"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet",positive
@JetBlue going to San Juan!,neutral
@jetblue is the website down? Can't print boarding pass,negative
"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future""",positive
@JetBlue Thanks!,positive
@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,neutral
@JetBlue Thanks for the complimentary upgrade to first.  You are the best!,positive
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,neutral
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",positive
"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",positive
@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,positive
@JetBlue word thanks,positive
@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸,neutral
@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?,neutral
@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,neutral
@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF,neutral
@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,negative
@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue,negative
@JetBlue now we are delayed until 1:02! This is ridiculous,negative
@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/,negative
@JetBlue 1242 now?! I may cry!,negative
@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348,negative
@JetBlue thank you,positive
@JetBlue thanks! I'll do it.,positive
@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.,positive
@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD,neutral
@JetBlue thanks!,positive
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral
@JetBlue thank you so much for your effort,positive
@JetBlue thanks for letting us know. Hoping for no more delays!,positive
@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!,negative
@JetBlue flight 1183 to Orlando.,neutral
"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",negative
@JetBlue my phone number when you have any news for me is (631)891-5722,neutral
@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay,negative
@JetBlue 😭 I used points can I get them back if I decide not to go?,neutral
@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,neutral
@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,negative
@JetBlue thanks!!,positive
@JetBlue can you share where it is coming from?,neutral
@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,neutral
@JetBlue whats going on with flight 2034.  Delayed beyond 834.  Shouldnt thre flights switch at that point?,negative
@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed,positive
@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo,negative
@JetBlue April 6th. Anything specific I should know for my first flight?,neutral
@JetBlue I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,negative
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative
@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,negative
@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,positive
@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,neutral
@JetBlue do you think snow in boston on 2/24 will effect my flight?,neutral
@JetBlue @markie_post I'd like to see Markie too.,neutral
@JetBlue yes! Terra blue chips were my favorite. :),positive
"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!",positive
@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,neutral
@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!,neutral
@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.,negative
"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",positive
@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!,positive
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,negative
@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT,negative
"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK",positive
@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu,negative
@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,negative
@JetBlue thanks...,positive
.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,negative
"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",neutral
.@JetBlue process begins 6:48,neutral
@JetBlue I'm a trying ! But I'm tired and getting grumpy !,negative
@JetBlue imma need the hook up tho,neutral
@JetBlue thanks!,positive
@JetBlue so what about California,neutral
@JetBlue Hawaii what deals u have for me,neutral
@JetBlue Thank you.,neutral
@JetBlue y'all got prices for the low??,neutral
"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.",negative
"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",negative
@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,negative
@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,negative
@JetBlue Please come to Indianapolis!,positive
@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,negative
@JetBlue When will you release November flights for Flight Booking Problems?,neutral
".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF",negative
@JetBlue do you know when the schedule for dec 2015 will be released?,neutral
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,neutral
@JetBlue okay thanks. Hope to be flying with you guys soon!,positive
@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,neutral
@JetBlue I'm flying your airline just out of #LGA 😷,neutral
@JetBlue he loved the #natural #beefjerky snacks😉,positive
@JetBlue thanks for your reply. It was flight 1572.,positive
@JetBlue who is he I must send a note!!! Too good for words!,positive
"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",neutral
@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!,positive
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,negative
@JetBlue It was fabulous! Very pleased.,positive
@JetBlue you know it!!,neutral
